日期,产品类别,地区,销售额,订单量,月份
2024/9/30,家用电器,南方,2184,20,Sep-24
2024/9/30,家用电器,华东,2596,20,Sep-24
2024/9/30,家用电器,西部,2254,20,Sep-24
2024/9/30,服装服饰,北方,3536,20,Sep-24
2024/9/30,服装服饰,南方,3291,20,Sep-24
2024/9/30,服装服饰,华东,3254,20,Sep-24
2024/9/30,服装服饰,西部,3118,20,Sep-24
2024/9/30,家居用品,北方,1980,20,Sep-24
2024/9/30,家居用品,南方,1573,20,Sep-24
2024/9/30,家居用品,华东,1539,20,Sep-24
2024/9/30,家居用品,西部,1463,20,Sep-24
2024/9/30,运动户外,北方,1364,20,Sep-24
2024/9/30,运动户外,南方,1000,20,Sep-24
2024/9/30,运动户外,华东,1167,20,Sep-24
2024/9/30,运动户外,西部,1102,20,Sep-24
2024/10/1,电子产品,北方,5260,26,Oct-24
2024/10/1,电子产品,南方,5372,26,Oct-24
2024/10/1,电子产品,华东,4895,26,Oct-24
2024/10/1,电子产品,西部,5625,32,Oct-24
2024/10/1,家用电器,北方,3018,20,Oct-24
2024/10/1,家用电器,南方,2647,20,Oct-24
2024/10/1,家用电器,华东,2472,20,Oct-24
2024/10/1,家用电器,西部,2694,20,Oct-24
2024/10/1,服装服饰,北方,4138,20,Oct-24
2024/10/1,服装服饰,南方,3016,20,Oct-24
2024/10/1,服装服饰,华东,3118,20,Oct-24
2024/10/1,服装服饰,西部,3999,20,Oct-24
2024/10/1,家居用品,北方,2005,20,Oct-24
2024/10/1,家居用品,南方,1571,20,Oct-24
2024/10/1,家居用品,华东,1672,20,Oct-24
2024/10/1,家居用品,西部,1420,20,Oct-24
2024/10/1,运动户外,北方,1732,20,Oct-24
2024/10/1,运动户外,南方,1023,20,Oct-24
2024/10/1,运动户外,华东,1219,20,Oct-24
2024/10/1,运动户外,西部,1290,20,Oct-24
2024/10/2,电子产品,北方,5141,29,Oct-24
2024/10/2,电子产品,南方,5423,27,Oct-24
2024/10/2,电子产品,华东,4546,23,Oct-24
2024/10/2,电子产品,西部,5232,22,Oct-24
2024/10/2,家用电器,北方,2945,20,Oct-24
2024/10/2,家用电器,南方,2283,20,Oct-24
2024/10/2,家用电器,华东,2631,20,Oct-24
2024/10/2,家用电器,西部,2308,20,Oct-24
2024/10/2,服装服饰,北方,3769,21,Oct-24
2024/10/2,服装服饰,南方,3746,20,Oct-24
2024/10/2,服装服饰,华东,3204,20,Oct-24
2024/10/2,服装服饰,西部,3179,20,Oct-24
2024/10/2,家居用品,北方,1638,20,Oct-24
2024/10/2,家居用品,南方,2042,20,Oct-24
2024/10/2,家居用品,华东,1949,20,Oct-24
2024/10/2,家居用品,西部,1611,20,Oct-24
2024/10/2,运动户外,北方,1378,20,Oct-24
2024/10/2,运动户外,南方,1321,20,Oct-24
2024/10/2,运动户外,华东,1098,20,Oct-24
2024/10/2,运动户外,西部,1355,20,Oct-24
2024/10/3,电子产品,北方,6737,31,Oct-24
2024/10/3,电子产品,南方,6135,28,Oct-24
2024/10/3,电子产品,华东,6475,35,Oct-24
2024/10/3,电子产品,西部,4623,23,Oct-24
2024/10/3,家用电器,北方,2869,20,Oct-24
2024/10/3,家用电器,南方,2427,20,Oct-24
2024/10/3,家用电器,华东,2762,20,Oct-24
2024/10/3,家用电器,西部,2366,20,Oct-24
2024/10/3,服装服饰,北方,4110,20,Oct-24
2024/10/3,服装服饰,南方,3736,20,Oct-24
2024/10/3,服装服饰,华东,3463,20,Oct-24
2024/10/3,服装服饰,西部,3331,20,Oct-24
2024/10/3,家居用品,北方,2002,20,Oct-24
2024/10/3,家居用品,南方,1750,20,Oct-24
2024/10/3,家居用品,华东,1738,20,Oct-24
2024/10/3,家居用品,西部,1725,20,Oct-24
2024/10/3,运动户外,北方,1676,20,Oct-24
2024/10/3,运动户外,南方,1192,20,Oct-24
2024/10/3,运动户外,华东,1048,20,Oct-24
2024/10/3,运动户外,西部,1292,20,Oct-24
2024/10/4,电子产品,北方,7268,31,Oct-24
2024/10/4,电子产品,南方,6591,27,Oct-24
2024/10/4,电子产品,华东,5186,25,Oct-24
2024/10/4,电子产品,西部,5367,23,Oct-24
2024/10/4,家用电器,北方,3143,20,Oct-24
2024/10/4,家用电器,南方,2478,20,Oct-24
2024/10/4,家用电器,华东,2609,20,Oct-24
2024/10/4,家用电器,西部,2192,20,Oct-24
2024/10/4,服装服饰,北方,4117,20,Oct-24
2024/10/4,服装服饰,南方,2921,20,Oct-24
2024/10/4,服装服饰,华东,3778,20,Oct-24
2024/10/4,服装服饰,西部,2647,20,Oct-24
2024/10/4,家居用品,北方,1805,20,Oct-24
2024/10/4,家居用品,南方,1563,20,Oct-24
2024/10/4,家居用品,华东,1592,20,Oct-24
2024/10/4,家居用品,西部,1458,20,Oct-24
2024/10/4,运动户外,北方,1489,20,Oct-24
2024/10/4,运动户外,南方,1138,20,Oct-24
2024/10/4,运动户外,华东,1406,20,Oct-24
2024/10/4,运动户外,西部,1099,20,Oct-24
2024/10/5,电子产品,北方,9362,43,Oct-24
2024/10/5,电子产品,南方,6769,33,Oct-24
2024/10/5,电子产品,华东,5799,27,Oct-24
2024/10/5,电子产品,西部,8266,47,Oct-24
2024/10/5,家用电器,北方,4655,20,Oct-24
2024/10/5,家用电器,南方,3042,20,Oct-24
2024/10/5,家用电器,华东,2911,20,Oct-24
2024/10/5,家用电器,西部,3557,21,Oct-24
2024/10/5,服装服饰,北方,4204,22,Oct-24
2024/10/5,服装服饰,南方,4168,22,Oct-24
2024/10/5,服装服饰,华东,4879,25,Oct-24
2024/10/5,服装服饰,西部,3683,20,Oct-24
2024/10/5,家居用品,北方,2615,20,Oct-24
2024/10/5,家居用品,南方,2074,20,Oct-24
2024/10/5,家居用品,华东,2376,20,Oct-24
2024/10/5,家居用品,西部,2164,20,Oct-24
2024/10/5,运动户外,北方,2048,20,Oct-24
2024/10/5,运动户外,南方,1535,20,Oct-24
2024/10/5,运动户外,华东,1484,20,Oct-24
2024/10/5,运动户外,西部,1525,20,Oct-24
2024/10/6,电子产品,北方,8668,39,Oct-24
2024/10/6,电子产品,南方,7573,40,Oct-24
2024/10/6,电子产品,华东,5943,29,Oct-24
2024/10/6,电子产品,西部,7524,39,Oct-24
2024/10/6,家用电器,北方,3286,20,Oct-24
2024/10/6,家用电器,南方,2982,20,Oct-24
2024/10/6,家用电器,华东,2429,20,Oct-24
2024/10/6,家用电器,西部,2773,20,Oct-24
2024/10/6,服装服饰,北方,4718,20,Oct-24
2024/10/6,服装服饰,南方,3965,21,Oct-24
2024/10/6,服装服饰,华东,4904,22,Oct-24
2024/10/6,服装服饰,西部,4882,25,Oct-24
2024/10/6,家居用品,北方,2639,20,Oct-24
2024/10/6,家居用品,南方,2000,20,Oct-24
2024/10/6,家居用品,华东,1685,20,Oct-24
2024/10/6,家居用品,西部,1941,20,Oct-24
2024/10/6,运动户外,北方,2032,20,Oct-24
2024/10/6,运动户外,南方,1689,20,Oct-24
2024/10/6,运动户外,华东,1479,20,Oct-24
2024/10/6,运动户外,西部,1532,20,Oct-24
2024/10/7,电子产品,北方,5860,28,Oct-24
2024/10/7,电子产品,南方,4441,20,Oct-24
2024/10/7,电子产品,华东,6596,26,Oct-24
2024/10/7,电子产品,西部,6579,28,Oct-24
2024/10/7,家用电器,北方,3061,20,Oct-24
2024/10/7,家用电器,南方,2313,20,Oct-24
2024/10/7,家用电器,华东,2254,20,Oct-24
2024/10/7,家用电器,西部,1847,20,Oct-24
2024/10/7,服装服饰,北方,4939,24,Oct-24
2024/10/7,服装服饰,南方,3229,20,Oct-24
2024/10/7,服装服饰,华东,3568,20,Oct-24
2024/10/7,服装服饰,西部,2726,20,Oct-24
2024/10/7,家居用品,北方,1925,20,Oct-24
2024/10/7,家居用品,南方,1900,20,Oct-24
2024/10/7,家居用品,华东,1797,20,Oct-24
2024/10/7,家居用品,西部,1490,20,Oct-24
2024/10/7,运动户外,北方,1480,20,Oct-24
2024/10/7,运动户外,南方,1278,20,Oct-24
2024/10/7,运动户外,华东,1278,20,Oct-24
2024/10/7,运动户外,西部,1030,20,Oct-24
2024/10/8,电子产品,北方,5898,27,Oct-24
2024/10/8,电子产品,南方,5514,25,Oct-24
2024/10/8,电子产品,华东,5286,21,Oct-24
2024/10/8,电子产品,西部,6267,32,Oct-24
2024/10/8,家用电器,北方,2888,20,Oct-24
2024/10/8,家用电器,南方,2299,20,Oct-24
2024/10/8,家用电器,华东,2936,20,Oct-24
2024/10/8,家用电器,西部,3040,20,Oct-24
2024/10/8,服装服饰,北方,4314,21,Oct-24
2024/10/8,服装服饰,南方,2923,20,Oct-24
2024/10/8,服装服饰,华东,3726,20,Oct-24
2024/10/8,服装服饰,西部,2975,20,Oct-24
2024/10/8,家居用品,北方,2276,20,Oct-24
2024/10/8,家居用品,南方,1504,20,Oct-24
2024/10/8,家居用品,华东,1514,20,Oct-24
2024/10/8,家居用品,西部,1707,20,Oct-24
2024/10/8,运动户外,北方,1561,20,Oct-24
2024/10/8,运动户外,南方,1578,20,Oct-24
2024/10/8,运动户外,华东,1165,20,Oct-24
2024/10/8,运动户外,西部,1391,20,Oct-24
2024/10/9,电子产品,北方,6388,28,Oct-24
2024/10/9,电子产品,南方,5651,30,Oct-24
2024/10/9,电子产品,华东,5648,27,Oct-24
2024/10/9,电子产品,西部,5323,21,Oct-24
2024/10/9,家用电器,北方,4099,20,Oct-24
2024/10/9,家用电器,南方,2215,20,Oct-24
2024/10/9,家用电器,华东,2363,20,Oct-24
2024/10/9,家用电器,西部,2702,20,Oct-24
2024/10/9,服装服饰,北方,3149,20,Oct-24
2024/10/9,服装服饰,南方,3521,20,Oct-24
2024/10/9,服装服饰,华东,3653,20,Oct-24
2024/10/9,服装服饰,西部,3147,20,Oct-24
2024/10/9,家居用品,北方,1986,20,Oct-24
2024/10/9,家居用品,南方,1736,20,Oct-24
2024/10/9,家居用品,华东,1584,20,Oct-24
2024/10/9,家居用品,西部,1566,20,Oct-24
2024/10/9,运动户外,北方,1597,20,Oct-24
2024/10/9,运动户外,南方,1065,20,Oct-24
2024/10/9,运动户外,华东,1370,20,Oct-24
2024/10/9,运动户外,西部,1167,20,Oct-24
2024/10/10,电子产品,北方,6323,35,Oct-24
2024/10/10,电子产品,南方,5502,29,Oct-24
2024/10/10,电子产品,华东,5374,23,Oct-24
2024/10/10,电子产品,西部,5538,26,Oct-24
2024/10/10,家用电器,北方,3086,20,Oct-24
2024/10/10,家用电器,南方,2038,20,Oct-24
2024/10/10,家用电器,华东,2697,20,Oct-24
2024/10/10,家用电器,西部,2750,20,Oct-24
2024/10/10,服装服饰,北方,4271,20,Oct-24
2024/10/10,服装服饰,南方,3424,20,Oct-24
2024/10/10,服装服饰,华东,2966,20,Oct-24
2024/10/10,服装服饰,西部,2917,20,Oct-24
2024/10/10,家居用品,北方,1828,20,Oct-24
2024/10/10,家居用品,南方,1703,20,Oct-24
2024/10/10,家居用品,华东,1874,20,Oct-24
2024/10/10,家居用品,西部,1346,20,Oct-24
2024/10/10,运动户外,北方,1570,20,Oct-24
2024/10/10,运动户外,南方,1231,20,Oct-24
2024/10/10,运动户外,华东,1223,20,Oct-24
2024/10/10,运动户外,西部,1221,20,Oct-24
2024/10/11,电子产品,北方,6505,26,Oct-24
2024/10/11,电子产品,南方,5474,32,Oct-24
2024/10/11,电子产品,华东,4696,27,Oct-24
2024/10/11,电子产品,西部,5010,26,Oct-24
2024/10/11,家用电器,北方,2620,20,Oct-24
2024/10/11,家用电器,南方,2836,20,Oct-24
2024/10/11,家用电器,华东,2313,20,Oct-24
2024/10/11,家用电器,西部,2153,20,Oct-24
2024/10/11,服装服饰,北方,4243,20,Oct-24
2024/10/11,服装服饰,南方,2682,20,Oct-24
2024/10/11,服装服饰,华东,3157,20,Oct-24
2024/10/11,服装服饰,西部,3312,20,Oct-24
2024/10/11,家居用品,北方,2053,20,Oct-24
2024/10/11,家居用品,南方,1875,20,Oct-24
2024/10/11,家居用品,华东,1572,20,Oct-24
2024/10/11,家居用品,西部,1456,20,Oct-24
2024/10/11,运动户外,北方,1498,20,Oct-24
2024/10/11,运动户外,南方,1286,20,Oct-24
2024/10/11,运动户外,华东,1238,20,Oct-24
2024/10/11,运动户外,西部,1538,20,Oct-24
2024/10/12,电子产品,北方,8458,42,Oct-24
2024/10/12,电子产品,南方,6006,24,Oct-24
2024/10/12,电子产品,华东,7157,37,Oct-24
2024/10/12,电子产品,西部,6412,35,Oct-24
2024/10/12,家用电器,北方,3505,20,Oct-24
2024/10/12,家用电器,南方,3733,22,Oct-24
2024/10/12,家用电器,华东,3257,20,Oct-24
2024/10/12,家用电器,西部,2959,20,Oct-24
2024/10/12,服装服饰,北方,4735,20,Oct-24
2024/10/12,服装服饰,南方,4032,20,Oct-24
2024/10/12,服装服饰,华东,4914,23,Oct-24
2024/10/12,服装服饰,西部,4723,20,Oct-24
2024/10/12,家居用品,北方,2833,20,Oct-24
2024/10/12,家居用品,南方,2256,20,Oct-24
2024/10/12,家居用品,华东,1694,20,Oct-24
2024/10/12,家居用品,西部,2148,20,Oct-24
2024/10/12,运动户外,北方,2224,20,Oct-24
2024/10/12,运动户外,南方,1367,20,Oct-24
2024/10/12,运动户外,华东,1567,20,Oct-24
2024/10/12,运动户外,西部,1860,20,Oct-24
2024/10/13,电子产品,北方,8406,41,Oct-24
2024/10/13,电子产品,南方,6562,31,Oct-24
2024/10/13,电子产品,华东,7641,30,Oct-24
2024/10/13,电子产品,西部,6645,34,Oct-24
2024/10/13,家用电器,北方,3937,23,Oct-24
2024/10/13,家用电器,南方,3224,20,Oct-24
2024/10/13,家用电器,华东,3075,20,Oct-24
2024/10/13,家用电器,西部,2969,20,Oct-24
2024/10/13,服装服饰,北方,5059,22,Oct-24
2024/10/13,服装服饰,南方,4206,23,Oct-24
2024/10/13,服装服饰,华东,4975,27,Oct-24
2024/10/13,服装服饰,西部,4158,23,Oct-24
2024/10/13,家居用品,北方,2512,20,Oct-24
2024/10/13,家居用品,南方,2201,20,Oct-24
2024/10/13,家居用品,华东,2086,20,Oct-24
2024/10/13,家居用品,西部,2536,20,Oct-24
2024/10/13,运动户外,北方,1743,20,Oct-24
2024/10/13,运动户外,南方,1862,20,Oct-24
2024/10/13,运动户外,华东,1676,20,Oct-24
2024/10/13,运动户外,西部,1454,20,Oct-24
2024/10/14,电子产品,北方,6852,39,Oct-24
2024/10/14,电子产品,南方,4930,20,Oct-24
2024/10/14,电子产品,华东,5956,30,Oct-24
2024/10/14,电子产品,西部,4827,27,Oct-24
2024/10/14,家用电器,北方,2736,20,Oct-24
2024/10/14,家用电器,南方,2390,20,Oct-24
2024/10/14,家用电器,华东,2342,20,Oct-24
2024/10/14,家用电器,西部,2435,20,Oct-24
2024/10/14,服装服饰,北方,4352,24,Oct-24
2024/10/14,服装服饰,南方,3302,20,Oct-24
2024/10/14,服装服饰,华东,2588,20,Oct-24
2024/10/14,服装服饰,西部,3206,20,Oct-24
2024/10/14,家居用品,北方,1991,20,Oct-24
2024/10/14,家居用品,南方,1464,20,Oct-24
2024/10/14,家居用品,华东,1713,20,Oct-24
2024/10/14,家居用品,西部,1646,20,Oct-24
2024/10/14,运动户外,北方,1452,20,Oct-24
2024/10/14,运动户外,南方,1200,20,Oct-24
2024/10/14,运动户外,华东,1219,20,Oct-24
2024/10/14,运动户外,西部,1192,20,Oct-24
2024/10/15,电子产品,北方,6608,38,Oct-24
2024/10/15,电子产品,南方,6013,29,Oct-24
2024/10/15,电子产品,华东,5095,20,Oct-24
2024/10/15,电子产品,西部,5754,27,Oct-24
2024/10/15,家用电器,北方,2914,20,Oct-24
2024/10/15,家用电器,南方,2799,20,Oct-24
2024/10/15,家用电器,华东,2263,20,Oct-24
2024/10/15,家用电器,西部,2591,20,Oct-24
2024/10/15,服装服饰,北方,4266,21,Oct-24
2024/10/15,服装服饰,南方,3756,20,Oct-24
2024/10/15,服装服饰,华东,3187,20,Oct-24
2024/10/15,服装服饰,西部,3403,20,Oct-24
2024/10/15,家居用品,北方,1821,20,Oct-24
2024/10/15,家居用品,南方,1993,20,Oct-24
2024/10/15,家居用品,华东,1747,20,Oct-24
2024/10/15,家居用品,西部,1487,20,Oct-24
2024/10/15,运动户外,北方,1402,20,Oct-24
2024/10/15,运动户外,南方,1105,20,Oct-24
2024/10/15,运动户外,华东,1016,20,Oct-24
2024/10/15,运动户外,西部,1137,20,Oct-24
2024/10/16,电子产品,北方,8191,45,Oct-24
2024/10/16,电子产品,南方,5736,29,Oct-24
2024/10/16,电子产品,华东,5644,25,Oct-24
2024/10/16,电子产品,西部,5800,31,Oct-24
2024/10/16,家用电器,北方,2787,20,Oct-24
2024/10/16,家用电器,南方,2108,20,Oct-24
2024/10/16,家用电器,华东,2238,20,Oct-24
2024/10/16,家用电器,西部,2405,20,Oct-24
2024/10/16,服装服饰,北方,3728,22,Oct-24
2024/10/16,服装服饰,南方,3579,20,Oct-24
2024/10/16,服装服饰,华东,3025,20,Oct-24
2024/10/16,服装服饰,西部,3791,20,Oct-24
2024/10/16,家居用品,北方,2106,20,Oct-24
2024/10/16,家居用品,南方,1662,20,Oct-24
2024/10/16,家居用品,华东,1460,20,Oct-24
2024/10/16,家居用品,西部,1781,20,Oct-24
2024/10/16,运动户外,北方,1257,20,Oct-24
2024/10/16,运动户外,南方,1216,20,Oct-24
2024/10/16,运动户外,华东,1258,20,Oct-24
2024/10/16,运动户外,西部,1278,20,Oct-24
2024/10/17,电子产品,北方,6575,36,Oct-24
2024/10/17,电子产品,南方,5284,29,Oct-24
2024/10/17,电子产品,华东,4906,21,Oct-24
2024/10/17,电子产品,西部,4855,24,Oct-24
2024/10/17,家用电器,北方,2761,20,Oct-24
2024/10/17,家用电器,南方,2657,20,Oct-24
2024/10/17,家用电器,华东,2392,20,Oct-24
2024/10/17,家用电器,西部,3029,20,Oct-24
2024/10/17,服装服饰,北方,3365,20,Oct-24
2024/10/17,服装服饰,南方,3204,20,Oct-24
2024/10/17,服装服饰,华东,3166,20,Oct-24
2024/10/17,服装服饰,西部,2948,20,Oct-24
2024/10/17,家居用品,北方,2096,20,Oct-24
2024/10/17,家居用品,南方,1581,20,Oct-24
2024/10/17,家居用品,华东,1450,20,Oct-24
2024/10/17,家居用品,西部,1546,20,Oct-24
2024/10/17,运动户外,北方,1426,20,Oct-24
2024/10/17,运动户外,南方,1377,20,Oct-24
2024/10/17,运动户外,华东,1233,20,Oct-24
2024/10/17,运动户外,西部,1330,20,Oct-24
2024/10/18,电子产品,北方,6955,29,Oct-24
2024/10/18,电子产品,南方,4870,20,Oct-24
2024/10/18,电子产品,华东,5644,26,Oct-24
2024/10/18,电子产品,西部,5822,25,Oct-24
2024/10/18,家用电器,北方,2960,20,Oct-24
2024/10/18,家用电器,南方,2825,20,Oct-24
2024/10/18,家用电器,华东,2556,20,Oct-24
2024/10/18,家用电器,西部,2570,20,Oct-24
2024/10/18,服装服饰,北方,4346,20,Oct-24
2024/10/18,服装服饰,南方,3461,20,Oct-24
2024/10/18,服装服饰,华东,2806,20,Oct-24
2024/10/18,服装服饰,西部,3718,20,Oct-24
2024/10/18,家居用品,北方,2179,20,Oct-24
2024/10/18,家居用品,南方,1750,20,Oct-24
2024/10/18,家居用品,华东,1770,20,Oct-24
2024/10/18,家居用品,西部,1532,20,Oct-24
2024/10/18,运动户外,北方,1495,20,Oct-24
2024/10/18,运动户外,南方,1081,20,Oct-24
2024/10/18,运动户外,华东,1457,20,Oct-24
2024/10/18,运动户外,西部,1386,20,Oct-24
2024/10/19,电子产品,北方,9548,55,Oct-24
2024/10/19,电子产品,南方,7046,28,Oct-24
2024/10/19,电子产品,华东,7036,33,Oct-24
2024/10/19,电子产品,西部,5839,33,Oct-24
2024/10/19,家用电器,北方,3918,21,Oct-24
2024/10/19,家用电器,南方,3197,20,Oct-24
2024/10/19,家用电器,华东,3485,20,Oct-24
2024/10/19,家用电器,西部,2626,20,Oct-24
2024/10/19,服装服饰,北方,4738,26,Oct-24
2024/10/19,服装服饰,南方,4787,24,Oct-24
2024/10/19,服装服饰,华东,4262,25,Oct-24
2024/10/19,服装服饰,西部,4840,27,Oct-24
2024/10/19,家居用品,北方,2603,20,Oct-24
2024/10/19,家居用品,南方,2286,20,Oct-24
2024/10/19,家居用品,华东,2282,20,Oct-24
2024/10/19,家居用品,西部,2098,20,Oct-24
2024/10/19,运动户外,北方,1998,20,Oct-24
2024/10/19,运动户外,南方,1836,20,Oct-24
2024/10/19,运动户外,华东,1653,20,Oct-24
2024/10/19,运动户外,西部,1612,20,Oct-24
2024/10/20,电子产品,北方,8487,43,Oct-24
2024/10/20,电子产品,南方,6040,36,Oct-24
2024/10/20,电子产品,华东,6682,39,Oct-24
2024/10/20,电子产品,西部,6873,36,Oct-24
2024/10/20,家用电器,北方,4050,21,Oct-24
2024/10/20,家用电器,南方,2902,20,Oct-24
2024/10/20,家用电器,华东,3072,20,Oct-24
2024/10/20,家用电器,西部,2731,20,Oct-24
2024/10/20,服装服饰,北方,5097,24,Oct-24
2024/10/20,服装服饰,南方,3995,23,Oct-24
2024/10/20,服装服饰,华东,3568,20,Oct-24
2024/10/20,服装服饰,西部,4156,20,Oct-24
2024/10/20,家居用品,北方,3434,20,Oct-24
2024/10/20,家居用品,南方,2039,20,Oct-24
2024/10/20,家居用品,华东,2121,20,Oct-24
2024/10/20,家居用品,西部,2157,20,Oct-24
2024/10/20,运动户外,北方,1866,20,Oct-24
2024/10/20,运动户外,南方,1764,20,Oct-24
2024/10/20,运动户外,华东,1578,20,Oct-24
2024/10/20,运动户外,西部,1387,20,Oct-24
2024/10/21,电子产品,北方,6574,36,Oct-24
2024/10/21,电子产品,南方,5811,27,Oct-24
2024/10/21,电子产品,华东,5514,30,Oct-24
2024/10/21,电子产品,西部,6063,30,Oct-24
2024/10/21,家用电器,北方,3184,20,Oct-24
2024/10/21,家用电器,南方,2113,20,Oct-24
2024/10/21,家用电器,华东,2460,20,Oct-24
2024/10/21,家用电器,西部,2406,20,Oct-24
2024/10/21,服装服饰,北方,3979,22,Oct-24
2024/10/21,服装服饰,南方,3781,20,Oct-24
2024/10/21,服装服饰,华东,3282,20,Oct-24
2024/10/21,服装服饰,西部,3225,20,Oct-24
2024/10/21,家居用品,北方,1594,20,Oct-24
2024/10/21,家居用品,南方,1597,20,Oct-24
2024/10/21,家居用品,华东,1630,20,Oct-24
2024/10/21,家居用品,西部,1779,20,Oct-24
2024/10/21,运动户外,北方,1273,20,Oct-24
2024/10/21,运动户外,南方,1193,20,Oct-24
2024/10/21,运动户外,华东,1193,20,Oct-24
2024/10/21,运动户外,西部,1404,20,Oct-24
2024/10/22,电子产品,北方,6057,36,Oct-24
2024/10/22,电子产品,南方,5604,28,Oct-24
2024/10/22,电子产品,华东,6011,29,Oct-24
2024/10/22,电子产品,西部,5540,31,Oct-24
2024/10/22,家用电器,北方,2694,20,Oct-24
2024/10/22,家用电器,南方,2653,20,Oct-24
2024/10/22,家用电器,华东,2852,20,Oct-24
2024/10/22,家用电器,西部,2736,20,Oct-24
2024/10/22,服装服饰,北方,4378,23,Oct-24
2024/10/22,服装服饰,南方,2982,20,Oct-24
2024/10/22,服装服饰,华东,3526,20,Oct-24
2024/10/22,服装服饰,西部,2871,20,Oct-24
2024/10/22,家居用品,北方,1990,20,Oct-24
2024/10/22,家居用品,南方,1186,20,Oct-24
2024/10/22,家居用品,华东,1994,20,Oct-24
2024/10/22,家居用品,西部,1514,20,Oct-24
2024/10/22,运动户外,北方,1555,20,Oct-24
2024/10/22,运动户外,南方,1147,20,Oct-24
2024/10/22,运动户外,华东,1386,20,Oct-24
2024/10/22,运动户外,西部,1341,20,Oct-24
2024/10/23,电子产品,北方,7379,32,Oct-24
2024/10/23,电子产品,南方,5691,30,Oct-24
2024/10/23,电子产品,华东,4907,25,Oct-24
2024/10/23,电子产品,西部,5845,24,Oct-24
2024/10/23,家用电器,北方,2877,20,Oct-24
2024/10/23,家用电器,南方,2934,20,Oct-24
2024/10/23,家用电器,华东,2155,20,Oct-24
2024/10/23,家用电器,西部,2456,20,Oct-24
2024/10/23,服装服饰,北方,4131,23,Oct-24
2024/10/23,服装服饰,南方,3811,20,Oct-24
2024/10/23,服装服饰,华东,3883,20,Oct-24
2024/10/23,服装服饰,西部,3003,20,Oct-24
2024/10/23,家居用品,北方,2059,20,Oct-24
2024/10/23,家居用品,南方,1709,20,Oct-24
2024/10/23,家居用品,华东,1469,20,Oct-24
2024/10/23,家居用品,西部,1510,20,Oct-24
2024/10/23,运动户外,北方,1536,20,Oct-24
2024/10/23,运动户外,南方,1344,20,Oct-24
2024/10/23,运动户外,华东,1199,20,Oct-24
2024/10/23,运动户外,西部,1282,20,Oct-24
2024/10/24,电子产品,北方,6260,28,Oct-24
2024/10/24,电子产品,南方,5453,31,Oct-24
2024/10/24,电子产品,华东,5671,22,Oct-24
2024/10/24,电子产品,西部,5642,25,Oct-24
2024/10/24,家用电器,北方,2777,20,Oct-24
2024/10/24,家用电器,南方,2711,20,Oct-24
2024/10/24,家用电器,华东,2017,20,Oct-24
2024/10/24,家用电器,西部,2286,20,Oct-24
2024/10/24,服装服饰,北方,4176,20,Oct-24
2024/10/24,服装服饰,南方,3531,20,Oct-24
2024/10/24,服装服饰,华东,3750,20,Oct-24
2024/10/24,服装服饰,西部,2950,20,Oct-24
2024/10/24,家居用品,北方,1544,20,Oct-24
2024/10/24,家居用品,南方,1606,20,Oct-24
2024/10/24,家居用品,华东,1695,20,Oct-24
2024/10/24,家居用品,西部,1827,20,Oct-24
2024/10/24,运动户外,北方,1497,20,Oct-24
2024/10/24,运动户外,南方,1250,20,Oct-24
2024/10/24,运动户外,华东,1144,20,Oct-24
2024/10/24,运动户外,西部,1332,20,Oct-24
2024/10/25,电子产品,北方,6227,35,Oct-24
2024/10/25,电子产品,南方,5428,28,Oct-24
2024/10/25,电子产品,华东,6039,24,Oct-24
2024/10/25,电子产品,西部,5779,31,Oct-24
2024/10/25,家用电器,北方,2670,20,Oct-24
2024/10/25,家用电器,南方,2535,20,Oct-24
2024/10/25,家用电器,华东,2818,20,Oct-24
2024/10/25,家用电器,西部,2768,20,Oct-24
2024/10/25,服装服饰,北方,3984,20,Oct-24
2024/10/25,服装服饰,南方,3279,20,Oct-24
2024/10/25,服装服饰,华东,3620,20,Oct-24
2024/10/25,服装服饰,西部,3258,20,Oct-24
2024/10/25,家居用品,北方,1887,20,Oct-24
2024/10/25,家居用品,南方,1671,20,Oct-24
2024/10/25,家居用品,华东,1457,20,Oct-24
2024/10/25,家居用品,西部,1606,20,Oct-24
2024/10/25,运动户外,北方,1398,20,Oct-24
2024/10/25,运动户外,南方,1341,20,Oct-24
2024/10/25,运动户外,华东,1023,20,Oct-24
2024/10/25,运动户外,西部,1296,20,Oct-24
2024/10/26,电子产品,北方,7729,32,Oct-24
2024/10/26,电子产品,南方,7385,30,Oct-24
2024/10/26,电子产品,华东,6852,33,Oct-24
2024/10/26,电子产品,西部,8105,48,Oct-24
2024/10/26,家用电器,北方,4351,24,Oct-24
2024/10/26,家用电器,南方,2852,20,Oct-24
2024/10/26,家用电器,华东,2935,20,Oct-24
2024/10/26,家用电器,西部,3085,20,Oct-24
2024/10/26,服装服饰,北方,4854,23,Oct-24
2024/10/26,服装服饰,南方,4375,21,Oct-24
2024/10/26,服装服饰,华东,4286,24,Oct-24
2024/10/26,服装服饰,西部,4457,25,Oct-24
2024/10/26,家居用品,北方,2444,20,Oct-24
2024/10/26,家居用品,南方,2182,20,Oct-24
2024/10/26,家居用品,华东,2439,20,Oct-24
2024/10/26,家居用品,西部,2265,20,Oct-24
2024/10/26,运动户外,北方,2282,20,Oct-24
2024/10/26,运动户外,南方,1773,20,Oct-24
